inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
120578,dragonfly mandarin,dragonfly mandarin,1520526,restaurant,risk 1 (high),832 w randolph st,chicago,il,60607,2010-09-20,canvass,fail,41.88449669,-87.64866551
120579,clay pot catering,clay pot catering,1869051,restaurant,risk 1 (high),832 w randolph st,chicago,il,60607,2010-09-20,canvass,out of business,41.88449669,-87.64866551
120580,sushi pink,sushi pink,1847340,restaurant,risk 1 (high),909 w washington blvd,chicago,il,60607,2010-09-21,canvass,pass,41.88298732,-87.65014023
120581,cactus bar & grill,cactus bar & grill,1476100,restaurant,risk 1 (high),404-412 s wells st,chicago,il,60607,2010-09-21,canvass,pass,41.87669416,-87.63383684
120582,afc sushi @ dominick's #1147,afc sushi,1985616,restaurant,risk 1 (high),1340 s canal st,chicago,il,60607,2010-09-22,canvass,pass,41.86452119,-87.6393041
120583,china night cafe,china night cafe,1953633,restaurant,risk 1 (high),1140 w taylor st,chicago,il,60607,2010-09-22,canvass,pass,41.86954061,-87.65583876
120584,junior's sports lounge,junior's sports lounge,1597870,restaurant,risk 1 (high),724 w maxwell st,chicago,il,60607,2010-09-22,tag removal,pass,41.86490383,-87.64605899
120585,la taberna on halsted,la taberna on halsted,2043549,restaurant,risk 1 (high),1301 s halsted st,chicago,il,60607,2010-09-23,license,fail,41.8653607,-87.64671741
120586,la taberna on halsted,la taberna on halsted,2043550,restaurant,risk 1 (high),1301 s halsted st,chicago,il,60607,2010-09-23,license-task force,fail,41.8653607,-87.64671741
120587,stamper cheese company/the cheese people,,0,retail,,834-836 w fulton market st,chicago,il,60607,2010-09-23,illegal operation,fail,41.88689053,-87.64882282
120588,three aces restaurant,three aces restaurant,2037188,restaurant,risk 1 (high),1321-1323 w taylor st,chicago,il,60607,2010-09-23,license,fail,41.86925517,-87.66006174
120589,three aces restaurant,three aces restaurant,2037190,restaurant,risk 1 (high),1321-1323 w taylor st,chicago,il,60607,2010-09-23,license-task force,fail,41.86925517,-87.66006174
120590,jason's deli,jason's deli,1909063,restaurant,risk 1 (high),1258 s canal st,chicago,il,60607,2010-09-27,canvass re-inspection,pass,41.86565118,-87.63934463
120591,pockets,pockets,1898798,restaurant,risk 1 (high),1009 w madison st,chicago,il,60607,2010-09-27,canvass re-inspection,pass,41.88158371,-87.65240826
120592,third rail tavern,third rail tavern,1742274,restaurant,risk 1 (high),1133 w madison st,chicago,il,60607,2010-09-27,canvass re-inspection,pass,41.88153435,-87.65565022
120593,dragonfly mandarin,dragonfly mandarin,1520526,restaurant,risk 1 (high),832 w randolph st,chicago,il,60607,2010-09-28,canvass re-inspection,pass,41.88449669,-87.64866551
120594,red light,red light,45714,restaurant,risk 1 (high),820 w randolph st,chicago,il,60607,2010-09-28,canvass,pass,41.88450187,-87.64837368
120595,fontano foods,fontano foods,4844,restaurant,risk 1 (high),1058 w polk st,chicago,il,60607,2010-09-29,short form complaint,pass,41.87194496,-87.6535519
120596,sabor express,sabor express,2014184,,risk 1 (high),1230 w taylor st,chicago,il,60607,2010-09-29,license,fail,41.86950817,-87.65791982
120597,davanti enotecca,davanti enotecca,46666,restaurant,risk 1 (high),1359 w taylor st,chicago,il,60607,2010-09-29,canvass,pass w/ conditions,41.8692309,-87.66156177
120598,three aces restaurant,three aces restaurant,2037190,restaurant,risk 1 (high),1321-1323 w taylor st,chicago,il,60607,2010-09-29,license re-inspection,pass,41.86925517,-87.66006174
120599,three aces restaurant,three aces restaurant,2037188,restaurant,risk 1 (high),1321-1323 w taylor st,chicago,il,60607,2010-09-29,license re-inspection,pass,41.86925517,-87.66006174
120600,dunkin donuts baskin robbins,dunkin donuts baskin robbins,1272459,restaurant,risk 2 (medium),500 w roosevelt rd,chicago,il,60607,2010-10-01,short form complaint,pass,41.86736269,-87.63929319
120601,hawkeye's bar & grill inc,hawkeye's bar & grill inc,14380,restaurant,risk 1 (high),1458 w taylor st,chicago,il,60607,2010-10-01,canvass,pass,41.8694111,-87.66401783
120602,taj mahel,taj mahel,1383248,restaurant,risk 1 (high),1512 w taylor st,chicago,il,60607,2010-10-01,canvass,out of business,41.86940158,-87.66467526
120603,ichiban sushi cafe,ichiban sushi cafe,1980781,restaurant,risk 1 (high),1422 w taylor st,chicago,il,60607,2010-10-01,canvass,pass,41.86943381,-87.66264704
120604,"stamper cheese company, inc.","stamper cheese company, inc.",2059927,wholesale,risk 2 (medium),834-836 w fulton market st,chicago,il,60607,2010-10-04,license,fail,41.88689053,-87.64882282
120605,"the cheese people, inc.","the cheese people, inc.",2059931,wholesale,risk 2 (medium),834-836 w fulton market st,chicago,il,60607,2010-10-04,license,fail,41.88689053,-87.64882282
120606,jaks tap,jaks tap,49555,restaurant,risk 1 (high),901 w jackson blvd,chicago,il,60607,2010-10-04,canvass,fail,41.87779927,-87.64963393
120607,maui wowi hawaiian,maui wowi hawaiian,1770229,restaurant,risk 2 (medium),850 w jackson blvd,chicago,il,60607,2010-10-04,canvass,pass,41.87802578,-87.64923995
120608,the northern trust child development center,the northern trust child development center,1491310,daycare combo 1586,risk 1 (high),801 s canal st,chicago,il,60607,2010-10-05,canvass,out of business,41.87199613,-87.63920429
120609,the northern trust child care center,the northern trust child care center,2055115,daycare above and under 2 years,risk 1 (high),801 s canal st,chicago,il,60607,2010-10-05,license-task force,pass,41.87199613,-87.63920429
120610,la taberna on halsted,la taberna on halsted,2043549,restaurant,risk 1 (high),1301 s halsted st,chicago,il,60607,2010-10-06,license re-inspection,pass,41.8653607,-87.64671741
120611,la taberna on halsted,la taberna on halsted,2043550,restaurant,risk 1 (high),1301 s halsted st,chicago,il,60607,2010-10-06,license re-inspection,pass,41.8653607,-87.64671741
120612,quiznos subs,quiznos subs,1249183,restaurant,risk 1 (high),1332 s halsted st,chicago,il,60607,2010-10-06,canvass,pass,41.86461407,-87.64698871
120613,cold stone creamery,cold stone creamery,1353174,restaurant,risk 2 (medium),1316 s halsted st,chicago,il,60607,2010-10-06,canvass,pass,41.8649599,-87.64699992
120614,caribou coffee company inc.,caribou coffee company inc.,1404142,restaurant,risk 2 (medium),1328 s halsted st,chicago,il,60607,2010-10-06,canvass,fail,41.86475002,-87.64699277
120615,"the cheese people, inc.","the cheese people, inc.",2059931,wholesale,risk 2 (medium),834-836 w fulton market st,chicago,il,60607,2010-10-07,license re-inspection,pass,41.88689053,-87.64882282
120616,"stamper cheese company, inc.","stamper cheese company, inc.",2059927,wholesale,risk 2 (medium),834-836 w fulton market st,chicago,il,60607,2010-10-07,license re-inspection,pass,41.88689053,-87.64882282
120617,la sirena clandestina,la sirena clandestina,5012,restaurant,risk 1 (high),954 w fulton market,chicago,il,60607,2010-10-07,canvass,pass,41.88685112,-87.6520301
120618,mid west imports,mid west imports,4024,,risk 3 (low),1121 s clinton st,chicago,il,60607,2010-10-07,canvass,out of business,41.86836167,-87.64061026
120619,domino's pizza,domino's pizza,36836,restaurant,risk 2 (medium),1234 s canal st,chicago,il,60607,2010-10-07,short form complaint,pass w/ conditions,41.86627727,-87.63936045
120620,arista foods,arista foods,1473367,grocery store,risk 1 (high),112 n may st,chicago,il,60607,2010-10-08,canvass,pass,41.88340212,-87.65572529
120621,baba pita,baba pita,1841298,restaurant,risk 1 (high),1032 w lake st,chicago,il,60607,2010-10-08,canvass,fail,41.88567203,-87.65336679
120622,baba pita,baba pita,1841298,restaurant,risk 1 (high),1032 w lake st,chicago,il,60607,2010-10-12,canvass re-inspection,pass,41.88567203,-87.65336679
120623,caribou coffee company inc.,caribou coffee company inc.,1404142,restaurant,risk 2 (medium),1328 s halsted st,chicago,il,60607,2010-10-13,canvass re-inspection,pass,41.86475002,-87.64699277
120624,johnny's ice house,johnny's ice house,72432,restaurant,risk 2 (medium),1350 w madison st,chicago,il,60607,2010-10-13,canvass,pass,41.88165389,-87.66160473
120625,viaggio,viaggio,1489731,restaurant,risk 1 (high),1330 w madison st,chicago,il,60607,2010-10-13,canvass,pass,41.88166488,-87.66085705
120626,7-eleven,7-eleven,1915777,grocery store,risk 1 (high),1524 w taylor st,chicago,il,60607,2010-10-14,canvass,pass,41.86939364,-87.66515239
120627,dragonfly mandarin,dragonfly mandarin,1520526,restaurant,risk 1 (high),832 w randolph st,chicago,il,60607,2010-10-14,suspected food poisoning,pass,41.88449669,-87.64866551
120628,jaks tap,jaks tap,49555,restaurant,risk 1 (high),901 w jackson blvd,chicago,il,60607,2010-10-14,canvass re-inspection,pass,41.87779927,-87.64963393
120629,7-eleven,7-eleven,1816833,restaurant,risk 1 (high),833 w van buren st,chicago,il,60607,2010-10-15,canvass,pass w/ conditions,41.87654385,-87.64847222
120630,zeus gyros inc,zeus gyros inc,46817,restaurant,risk 1 (high),806 w jackson blvd,chicago,il,60607,2010-10-15,canvass,fail,41.8780521,-87.64756642
120631,sun & moon company,sun & moon company,1680627,catering,risk 1 (high),1035 w lake st,chicago,il,60607,2010-10-15,canvass,pass,41.88545124,-87.65344846
120632,g cue billiards,g cue billiards,1379700,restaurant,risk 1 (high),157 n morgan st,chicago,il,60607,2010-10-15,canvass,pass,41.88476992,-87.65196798
120633,perez mexican food,perez mexican food,1000049,restaurant,risk 1 (high),853-855 w randolph st,chicago,il,60607,2010-10-18,canvass,fail,41.88426142,-87.64953413
120634,potbelly sandwich works llc,potbelly sandwich works,1543762,restaurant,risk 1 (high),1459 w taylor st,chicago,il,60607,2010-10-18,canvass,pass,41.8691916,-87.66401334
120635,circle k # 6765,shell gas station,2013758,grocery store,risk 3 (low),1160 w van buren st,chicago,il,60607,2010-10-18,license,fail,41.87662967,-87.65697486
120636,vernon park tap,vernon park tap/tufano's,1145420,restaurant,risk 1 (high),1073 w vernon park pl,chicago,il,60607,2010-10-20,canvass,pass,41.87290437,-87.65403304
120637,ina's,ina's,45479,restaurant,risk 1 (high),1235 w randolph st,chicago,il,60607,2010-10-21,canvass,pass,41.88411358,-87.65808167
120638,alhambra palace restaurant,alhambra palace restaurant,1718674,restaurant,risk 1 (high),1240 w randolph st,chicago,il,60607,2010-10-21,complaint,fail,41.8843278,-87.65845724
120639,domino's pizza,domino's pizza,36836,restaurant,risk 2 (medium),1234 s canal st,chicago,il,60607,2010-10-21,consultation,pass,41.86627727,-87.63936045
120640,zeus gyros inc,zeus gyros inc,46817,restaurant,risk 1 (high),806 w jackson blvd,chicago,il,60607,2010-10-22,canvass re-inspection,pass,41.8780521,-87.64756642
120641,blue plate catering ltd.,blue plate catering ltd.,36436,catering,risk 1 (high),1061 w van buren st,chicago,il,60607,2010-10-22,canvass,fail,41.87645615,-87.6542958
120642,sofia's pizza,sofia's pizza,1923054,restaurant,risk 1 (high),1132 w taylor st,chicago,il,60607,2010-10-22,canvass,pass,41.86954627,-87.65550099
120643,perez mexican food,perez mexican food,1000049,restaurant,risk 1 (high),853-855 w randolph st,chicago,il,60607,2010-10-25,canvass re-inspection,pass,41.88426142,-87.64953413
120644,lemongrass classic thai cuisine,lemongrass classic thai cuisine,1739014,restaurant,risk 1 (high),1520 w taylor st,chicago,il,60607,2010-10-25,canvass,pass,41.86939629,-87.66499334
120645,taj mahal,taj mahal,1932427,restaurant,risk 1 (high),1512 w taylor st,chicago,il,60607,2010-10-25,canvass,pass,41.86940158,-87.66467526
120646,osaka express,osaka express,1904751,restaurant,risk 1 (high),1311 w taylor st,chicago,il,60607,2010-10-26,canvass,pass,41.86926179,-87.65965077
120647,maude's,maude's liquor bar,2042072,restaurant,risk 1 (high),840 w randolph st,chicago,il,60607,2010-10-26,license,pass,41.88449069,-87.649016
120648,maude's,maude's liquor bar,2042073,restaurant,risk 1 (high),840 w randolph st,chicago,il,60607,2010-10-26,license,pass,41.88449069,-87.649016
120649,"angel's restaurant, inc.","angel's restaurant, inc.",1942785,restaurant,risk 1 (high),230 s ashland ave,chicago,il,60607,2010-10-27,canvass,pass,41.87792458,-87.66684936
120650,river city convenience,b patel inc,1899235,restaurant,risk 1 (high),800 s wells st,chicago,il,60607,2010-10-27,canvass,pass,41.87208635,-87.63371847
120651,robin's food dist inc,robin's food dist inc,11220,,risk 3 (low),1200 w randolph st,chicago,il,60607,2010-10-27,canvass,out of business,41.88435191,-87.65678759
120652,the tasting room,the tasting room,77812,restaurant,risk 1 (high),1415 w randolph st,chicago,il,60607,2010-10-27,canvass,pass,41.88404873,-87.66305613
120653,ella's corner,ella's corner,1739275,restaurant,risk 2 (medium),1258 w jackson blvd,chicago,il,60607,2010-10-28,complaint,pass,41.8778613,-87.65933207
120654,stanley's on racine,stanley's on racine,1680513,restaurant,risk 1 (high),324 s racine ave,chicago,il,60607,2010-10-28,complaint,fail,41.8769812,-87.65715348
120655,alhambra palace restaurant,alhambra palace restaurant,1718674,restaurant,risk 1 (high),1240 w randolph st,chicago,il,60607,2010-10-29,complaint re-inspection,pass,41.8843278,-87.65845724
120656,sabor express,sabor express,2014184,restaurant,risk 1 (high),1230 w taylor st,chicago,il,60607,2010-10-29,license,fail,41.86950817,-87.65791982
120657,china night cafe,china night cafe,1953633,restaurant,risk 1 (high),1140 w taylor st,chicago,il,60607,2010-10-29,suspected food poisoning,pass,41.86954061,-87.65583876
120658,mf foods,mf foods,1932913,restaurant,risk 2 (medium),1121 s jefferson st,chicago,il,60607,2010-11-01,canvass,pass,41.86833974,-87.64207902
120659,jim's original,jim's original,1620411,restaurant,risk 2 (medium),1250 s union ave,chicago,il,60607,2010-11-01,short form complaint,pass,41.86578454,-87.64521477
120660,yats,yats,1903872,restaurant,risk 1 (high),955 w randolph st,chicago,il,60607,2010-11-01,canvass,pass,41.88421927,-87.65195445
120661,girl & the goat,girl & the goat,1992138,restaurant,risk 1 (high),809-813 w randolph st,chicago,il,60607,2010-11-01,complaint-fire,pass w/ conditions,41.88429093,-87.64784177
120662,bespoke cuisine,bespoke cuisine,1475790,catering,risk 1 (high),1358 w randolph st,chicago,il,60607,2010-11-02,canvass,pass,41.88429171,-87.66106144
120663,harolds chicken shack,harolds chicken shack,2064427,restaurant,risk 2 (medium),804 w washington blvd,chicago,il,60607,2010-11-02,license,fail,41.8832528,-87.64764601
120664,caribou coffee company inc.,caribou coffee company inc.,1404142,restaurant,risk 2 (medium),1328 s halsted st,chicago,il,60607,2010-11-02,consultation,pass,41.86475002,-87.64699277
120665,sabor express,sabor express,2014184,restaurant,risk 1 (high),1230 w taylor st,chicago,il,60607,2010-11-03,license re-inspection,pass,41.86950817,-87.65791982
120666,harolds chicken shack,harolds chicken shack,2064427,restaurant,risk 2 (medium),804 w washington blvd,chicago,il,60607,2010-11-03,license re-inspection,pass,41.8832528,-87.64764601
120667,stanley's on racine,stanley's on racine,1680513,restaurant,risk 1 (high),324 s racine ave,chicago,il,60607,2010-11-04,complaint re-inspection,pass,41.8769812,-87.65715348
120668,white palace grill,white palace grill,1096426,restaurant,risk 1 (high),1159 s canal st,chicago,il,60607,2010-11-04,short form complaint,pass,41.86731941,-87.63905675
120669,the women's treatment center,the women's treatment center,28439,shelter,risk 1 (high),140 n ashland ave,chicago,il,60607,2010-11-08,canvass,pass,41.8845142,-87.66704209
120670,union park lounge,union park lounge,1495764,restaurant,risk 1 (high),228 s racine ave,chicago,il,60607,2010-11-08,canvass,pass,41.87819911,-87.65717828
120671,"venue one, llc","venue one, llc",2054950,banquet rooms,risk 1 (high),1034 w randolph st,chicago,il,60607,2010-11-08,task force liquor 1475,pass,41.88441253,-87.65341893
120672,simply elegant catering,simply elegant catering,18392,catering,risk 1 (high),328 n carpenter st,chicago,il,60607,2010-11-10,canvass,pass,41.88769556,-87.65351318
120673,"allonco, inc.","allonco, inc.",1943086,,risk 2 (medium),1321 w lake st,chicago,il,60607,2010-11-10,canvass,out of business,41.88534983,-87.65973208
120675,j.p. graziano grocery co inc.,j.p. graziano grocery co inc.,1737982,restaurant,risk 1 (high),901 w randolph st,chicago,il,60607,2010-11-12,canvass,pass,41.8842567,-87.6498267
120676,calphalon culinary center,calphalon culinary center,1938265,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-11-12,canvass,pass,41.88317183,-87.6521331
120677,"venue one, llc","venue one, llc",2065294,banquet rooms,risk 1 (high),1034 w randolph st,chicago,il,60607,2010-11-15,license,pass,41.88441253,-87.65341893
120678,yummy thai,yummy thai,1444225,restaurant,risk 1 (high),1418 w taylor st,chicago,il,60607,2010-11-15,canvass,pass,41.86943667,-87.66247602
